"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Alexander, Tyler",641302,"CWS","FF","4-Seam Fastball",-7.8,0,"3",100,"1","0","0","0",0,0,0,"0.05","0.058","0.048",0
"Ramos, Bryan",682868,"CWS","SI","Sinker",-17.9,0,"2",5.1,"1","0","0","0",0,0,,"0.081","0.104","0.074",0
"Lipscomb, Trey",702358,"WSH","SI","Sinker",-12.2,0,"2",12.5,"1","0","0","0",0,0,,"0.136","0.176","0.125",100
"Miranda, Jose",669304,"MIN","ST","Sweeper",-3.2,0,"11",8.7,"1","0","0","0",25,0,,"0.856","0.943","0.813",0
"Butler, Lawrence",671732,"ATH","KN","Knuckleball",-11.6,0,"2",0.1,"1","0","0","0",100,100,100,,,"0",
"Alcántara, Kevin",682634,"CHC","CH","Changeup",13.5,1,"4",8.7,"1","1","1","0.9",0,0,,"0.948","1.106","0.905",0
"Happ, Ian",664023,"CHC","SC","Screwball",52.3,1,"1",0,"1","1","1","0.9",0,0,,"0.561","0.634","0.52",100
"McCusker, Carson",676812,"MIN","SI","Sinker",-6.6,-1,"11",8.4,"1","0","0","0",50,0,,"0.583","2.25","1.16",100
"Campusano, Luis",669134,"SD","FS","Split-Finger",-18.5,0,"2",1.6,"1","0","0","0",0,0,,"0.431","0.525","0.388",100
"Santana, Carlos",467793,"CHC","KN","Knuckleball",62.9,1,"1",0.1,"1","1","1","0.9",0,0,0,"0.515","0.555","0.463",0
"Ornelas, Tirso",672359,"SD","SI","Sinker",-17.2,0,"2",3.2,"1","0","0","0",0,0,,"0.934","3.581","1.85",100
"Clemens, Kody",665019,"MIN","SV","Slurve",-1.4,0,"9",0.6,"1","0","0","0",0,0,0,"0.004","0.004","0.004",0
"Sabol, Blake",666165,"BOS","FC","Cutter",-4.4,0,"7",8.2,"1","0","0","0",66.7,0,,"0.071","0.071","0.064",0
"Stubbs, C.J.",667690,"WSH","SL","Slider",-14.1,0,"2",15.4,"1","0","0","0",0,0,,"0.274","0.293","0.251",100
"Stevens, Chad",677060,"LAA","FS","Split-Finger",-3.2,0,"4",7.3,"1","0","0","0",50,100,25,,,"0",
"Campbell, Kristian",692225,"BOS","SV","Slurve",-5.3,0,"3",0.3,"1","0","0","0",0,0,0,"0.029","0.048","0.035",0
"Garcia, Jhostynxon",691373,"BOS","ST","Sweeper",-3.5,0,"3",7.5,"1","0","0","0",0,0,0,"0.753","0.856","0.703",100
"Barnes, Austin",605131,"LAD","FS","Split-Finger",-21.5,0,"1",0.6,"1","0","0","0",0,0,,"0.183","0.221","0.165",0
"Sánchez, Ali",645305,"BOS","SL","Slider",-3.5,0,"7",8.8,"1","0","0","0",20,100,50,,,"0",
"Butler, Lawrence",671732,"ATH","SV","Slurve",-2.7,0,"7",0.3,"1","0","0","0",50,100,50,,,"0",
"Schuemann, Max",680474,"ATH","SV","Slurve",-24.4,0,"1",0.1,"1","0","0","0",0,0,,"0.156","0.178","0.14",0
"Allen, Greg",656185,"BAL","ST","Sweeper",-6.6,0,"5",9.6,"1","0","0","0",50,100,100,,,"0",
"Avans, Drew",682183,"MIL","SL","Slider",-6.7,0,"4",5.1,"1",,,"0",0,0,0,,,"0.359",100
"Kavadas, Niko",694359,"LAA","FC","Cutter",0.9,0,"6",5.6,"1",,,"0.7",33.3,0,0,,,"0.7",
"Garcia, Jhostynxon",691373,"BOS","SL","Slider",-8.2,0,"3",7.5,"1","0","0","0",100,100,50,,,"0",
"Chourio, Jackson",694192,"MIL","SV","Slurve",-1.2,0,"6",0.3,"1","0","0","0",33.3,0,0,"0.243","0.617","0.348",100
"Garcia, Jhostynxon",691373,"BOS","FC","Cutter",14.5,0,"2",5,"1",,,"0.7",100,0,0,,,"0.7",
"Alexander, CJ",680769,"ATH","SL","Slider",4.4,0,"5",7.5,"1","1","1","0.9",33.3,0,0,"0.79","0.925","0.76",0
"Halpin, Petey",690984,"CLE","ST","Sweeper",-6.8,0,"3",9.1,"1","0","0","0",0,0,0,"0.138","0.159","0.124",0
"Dunn, Oliver",686554,"MIL","SV","Slurve",25.5,1,"3",1.9,"1","1","2","1.25",0,0,,"0.223","0.251","0.201",0
"Garcia, Jhostynxon",691373,"BOS","CH","Changeup",-4.3,0,"5",12.5,"1","0","0","0",66.7,100,33.3,,,"0",
"Sogard, Nick",686765,"BOS","SV","Slurve",-6.5,0,"4",1,"1","0","0","0",0,100,50,,,"0",
"Suárez, Eugenio",553993,"SEA","SV","Slurve",-8.1,0,"4",0.2,"1","0","0","0",0,0,,"0.08","0.289","0.15",100
"Perdomo, Geraldo",672695,"AZ","SV","Slurve",5.2,0,"8",0.3,"1","1","1","0.9",0,0,0,"0.827","0.869","0.749",0
"Margot, Manuel",622534,"DET","FS","Split-Finger",-6.6,0,"4",5.9,"1","0","0","0",50,100,33.3,,,"0",
"Kaiser, Connor",663731,"AZ","SI","Sinker",4.5,0,"8",11.8,"1","1","1","0.9",25,0,0,"0.979","1.058","0.906",0
"Nelson, Ryne",669194,"AZ","FF","4-Seam Fastball",16.3,0,"3",75,"1","1","1","0.9",0,0,,"0.109","0.115","0.098",0
"Brennan, Will",686823,"CLE","FS","Split-Finger",-17.8,0,"1",2.2,"1","0","0","0",100,100,100,,,"0",
"Taylor, Chris",621035,"LAA","FS","Split-Finger",-6.5,0,"4",0.8,"1","0","0","0",100,100,100,,,"0",
"Mayer, Marcelo",691785,"BOS","SV","Slurve",-8.3,0,"5",1,"1","0","0","0",50,100,100,,,"0",
"Thomas, Rhylan",689041,"SEA","CH","Changeup",-11.2,0,"2",5.9,"1","0","0","0",0,0,,"0.268","0.268","0.241",100
"Gelof, Zack",680869,"ATH","SV","Slurve",11.6,0,"3",0.7,"1","0","0","0.9",50,0,,"0.238","0.241","0.214",0
"Workman, Gage",669398,"CWS","ST","Sweeper",-4.2,0,"6",11.5,"1","0","0","0",0,0,0,"0.012","0.026","0.015",100
"Mayer, Marcelo",691785,"BOS","KN","Knuckleball",-5.5,0,"4",0.8,"1","0","0","0",,100,50,,,"0",
"Torres, Gleyber",650402,"DET","SV","Slurve",-2.9,0,"11",0.4,"1","0","0","0",40,100,25,,,"0",
"Urshela, Gio",570482,"ATH","SV","Slurve",-4.3,0,"2",0.3,"1","0","0","0",0,0,0,"0.09","0.109","0.084",0
"Dean, Justin",681909,"LAD","FF","4-Seam Fastball",-7.2,0,"3",27.3,"1","0","0","0",0,0,0,"0.06","0.06","0.054",0
"Anthony, Roman",701350,"BOS","SV","Slurve",1.6,0,"11",0.9,"1",,,"0.7",50,0,0,,,"0.7",
"Veen, Zac",691728,"COL","FC","Cutter",0,0,"5",3.6,"1","0","0","0",0,0,0,"0.2","0.201","0.187",0
"Miller, Owen",680911,"COL","FC","Cutter",-9.7,0,"5",7.4,"1","0","0","0",0,0,,"0.058","0.061","0.052",0
"Soler, Jorge",624585,"LAA","SV","Slurve",-6.7,0,"6",0.5,"1","0","0","0",0,0,0,"0.134","0.134","0.125",0
"Hicklen, Brewer",676551,"DET","CH","Changeup",-4.6,0,"3",16.7,"1","0","0","0",100,100,50,,,"0",
"McCusker, Carson",676812,"MIN","CU","Curveball",-5.3,0,"3",2.3,"1","0","0","0",0,0,0,"0.15","0.55","0.277",100
"Fairchild, Stuart",656413,"ATL","CU","Curveball",-1.3,0,"9",4.6,"1","0","0","0",50,0,0,"0.008","0.015","0.01",0
"Keith, Colt",690993,"DET","SV","Slurve",-1.2,0,"7",0.4,"1","0","0","0",100,100,25,,,"0",
"Kingery, Scott",664068,"LAA","FC","Cutter",4.4,0,"10",9.6,"1","1","2","1.25",20,0,,"0.324","0.877","0.494",100
"Sánchez, Ali",645305,"BOS","FS","Split-Finger",-1,0,"5",6.3,"1","0","0","0",50,100,25,,,"0",
"Alexander, CJ",680769,"ATH","ST","Sweeper",17.4,1,"3",4.5,"1","1","1","0.9",0,0,0,"0.74","0.894","0.753",0
"Lockridge, Brandon",663604,"MIL","SV","Slurve",-13.8,0,"2",0.3,"1","0","0","0",0,0,0,"0.34","0.365","0.315",0
"Alexander, CJ",680769,"ATH","FS","Split-Finger",-13,0,"2",3,"1","0","0","0",0,0,0,"0.006","0.016","0.009",0
"Baddoo, Akil",668731,"DET","CH","Changeup",10.7,0,"3",5.6,"1",,,"0.7",0,0,0,,,"0.7",
"Romo, Drew",691011,"COL","FF","4-Seam Fastball",-7.3,0,"3",25,"1","0","0","0",100,100,50,,,"0",
"Margot, Manuel",622534,"DET","SI","Sinker",2.5,0,"7",10.3,"1","1","1","0.9",0,0,0,"0.635","0.647","0.571",0
"Moncada, Yoán",660162,"LAA","SV","Slurve",51.5,2,"3",0.3,"1","1","4","2",0,0,,"0.425","1.642","0.851",100
"Adell, Jo",666176,"LAA","SV","Slurve",16.5,2,"10",0.5,"1","1","4","2",0,0,0,"0.963","3.646","1.892",100
"Tovar, Ezequiel",678662,"COL","SV","Slurve",-11.4,0,"2",0.1,"1","0","0","0",100,100,100,,,"0",
"Bryant, Kris",592178,"COL","CU","Curveball",-7.4,0,"3",1.8,"1","0","0","0",100,100,50,,,"0",
"Casas, Triston",671213,"BOS","SV","Slurve",11.6,0,"4",0.9,"1",,,"0.7",,0,0,,,"0.7",
"Noda, Ryan",676116,"BAL","ST","Sweeper",-3,0,"10",3.9,"1","0","0","0",33.3,0,0,"0.2","0.238","0.18",0
"Handley, Maverick",668974,"BAL","FC","Cutter",-8.3,0,"5",2.7,"1",,,"0",20,0,,,,"0.215",0
"Johnson, Daniel",669288,"BAL","FS","Split-Finger",-6.6,0,"7",3.3,"1","0","0","0",25,100,33.3,,,"0",
"Veen, Zac",691728,"COL","CU","Curveball",10.4,0,"3",2.1,"1",,,"0.7",,0,,,,"0.7",
"Vázquez, Luis",676679,"BAL","FS","Split-Finger",-12.5,0,"2",1.1,"1","0","0","0",50,0,0,"0.048","0.049","0.043",0
"Baddoo, Akil",668731,"DET","SL","Slider",22.1,0,"2",3.7,"1","1","1","0.9",0,0,0,"0.81","1.01","0.797",100
"Vavra, Terrin",679631,"BAL","SL","Slider",-17.2,0,"1",25,"1","0","0","0",0,0,0,"0.67","0.742","0.611",100
"Robinson, Chuckie",642020,"LAD","CU","Curveball",-2.4,0,"2",50,"1","0","0","0",0,0,,"0.195","0.195","0.176",0
"Rosario, Amed",642708,"NYY","SV","Slurve",16.3,0,"2",0.3,"1","1","1","0.9",0,0,,"0.472","0.511","0.425",0
"Workman, Gage",669398,"CWS","CH","Changeup",-1.5,0,"4",7.7,"1","0","0","0",100,100,100,,,"0",
"Tromp, Chadwick",644433,"BAL","FS","Split-Finger",-5,0,"5",7.2,"1","0","0","0",33.3,0,0,"0.187","0.187","0.174",100
"Lugo, Matthew",683090,"LAA","FS","Split-Finger",-8.8,0,"4",1.7,"1","0","0","0",66.7,0,0,"0.295","0.298","0.274",100
"Rogers, Trevor",669432,"BAL","SI","Sinker",-8.1,0,"3",50,"1","0","0","0",,100,100,,,"0",
"Porter, Logan",682515,"SF","ST","Sweeper",-4.6,0,"5",14.7,"1","0","0","0",0,100,50,,,"0",
"Eldridge, Bryce",805811,"SF","FS","Split-Finger",-4.1,0,"6",3.8,"1","0","0","0",75,100,25,,,"0",
"Knizner, Andrew",668800,"SF","FS","Split-Finger",-8.3,0,"4",1.2,"1","0","0","0",50,100,50,,,"0",
"Crim, Blaine",688760,"COL","CU","Curveball",-3,0,"8",2.7,"1","0","0","0",40,100,33.3,,,"0",
"Jiménez, Leo",677870,"TOR","SV","Slurve",-5.8,0,"5",3.5,"1","0","0","0",75,100,33.3,,,"0",
"Kieboom, Carter",666198,"LAA","CH","Changeup",-8.4,0,"3",9.1,"1","0","0","0",50,0,0,"0.054","0.054","0.053",100
"Barger, Addison",680718,"TOR","SV","Slurve",-20.8,0,"2",0.1,"1","0","0","0",100,100,100,,,"0",
"Jones, Greg",675659,"CWS","CU","Curveball",-12.2,0,"2",22.2,"1","0","0","0",100,100,100,,,"0",
"Eldridge, Bryce",805811,"SF","ST","Sweeper",0.2,0,"3",1.9,"1","0","0","0",,100,33.3,,,"0",
"Kiner-Falefa, Isiah",643396,"TOR","SC","Screwball",-18.9,0,"1",0.1,"1","0","0","0",0,0,0,"0.05","0.051","0.05",0
"Encarnacion, Jerar",666464,"SF","CH","Changeup",-2.4,0,"7",3.8,"1","0","0","0",100,100,50,,,"0",
"Stefanic, Michael",683021,"TOR","ST","Sweeper",-1.2,0,"3",3.1,"1","0","0","0",0,0,0,"0.647","0.708","0.582",100
"Smith, Dominic",642086,"SF","SV","Slurve",53.5,1,"1",0.1,"1",,,"0.7",,0,0,,,"0.7",
"Rojas, Miguel",500743,"LAD","SV","Slurve",-9,0,"4",0.3,"1","0","0","0",0,0,,"0.359","0.383","0.325",0
"Clement, Ernie",676391,"TOR","KN","Knuckleball",-7.9,0,"3",0.2,"1","0","0","0",0,0,0,"0.233","0.256","0.218",0
"Varsho, Daulton",662139,"TOR","SV","Slurve",-11.8,0,"2",0.2,"1","0","0","0",0,0,,"0.01","0.012","0.009",0
"Winkler, Jack",676466,"MIA","SL","Slider",7.4,1,"9",12,"1","1","2","1.25",16.7,0,0,"0.21","0.527","0.303",100
"Valera, George",671655,"CLE","FS","Split-Finger",1.3,0,"11",5.4,"1","0","0","0",0,0,0,"0.468","0.54","0.445",100
"Elko, Tim",671284,"CWS","SV","Slurve",-3.6,0,"9",3.2,"1","0","0","0",28.6,100,25,,,"0",
"Lukes, Nathan",664770,"TOR","SV","Slurve",-10.3,0,"2",0.1,"1","0","0","0",0,0,0,"0.66","0.749","0.618",0
"Stefanic, Michael",683021,"TOR","FS","Split-Finger",-5.5,0,"5",5.1,"1","0","0","0",0,0,0,"0.008","0.01","0.009",0
"Ruiz, Esteury",665923,"LAD","FC","Cutter",-5.5,0,"5",5.7,"1","0","0","0",33.3,0,,"0.074","0.074","0.066",0
"Alcántara, Sergio",642727,"SF","CU","Curveball",-17.4,0,"1",5.6,"1","0","0","0",,100,100,,,"0",
"Fermin, Freddy",666023,"SD","SV","Slurve",10.5,1,"7",0.5,"1","1","1","0.9",0,0,0,"0.454","0.489","0.412",0
"Romo, Drew",691011,"COL","SL","Slider",-11.5,0,"2",16.7,"1","0","0","0",100,100,100,,,"0",
"Brooks, Trenton",670092,"SD","FS","Split-Finger",6.1,0,"7",4.2,"1","1","1","0.9",25,0,0,"0.984","1.113","0.929",0
"Narváez, Omar",553882,"CWS","SV","Slurve",-16,0,"1",2.3,"1","0","0","0",,100,100,,,"0",
"Azocar, José",640492,"ATL","CU","Curveball",-5.5,0,"3",4.5,"1","0","0","0",0,0,0,"0.05","0.053","0.053",0
"McCormick, Chas",676801,"HOU","FS","Split-Finger",-0.6,0,"3",0.7,"1","1","1","0.9",50,0,,"0.261","0.264","0.235",0
"Ornelas, Jonathan",680716,"ATL","SI","Sinker",2.4,0,"3",7.3,"1",,,"0.7",,0,0,,,"0.7",
"Guillorme, Luis",641645,"HOU","FC","Cutter",6.3,0,"6",7.4,"1","1","1","0.9",0,0,0,"0.961","1.106","0.918",0
"Williams, Luke",663897,"ATL","CU","Curveball",-4.2,0,"6",5.6,"1","0","0","0",50,100,50,,,"0",
"Rosario, Eddie",592696,"ATL","FS","Split-Finger",-6.5,0,"3",13,"1","0","0","0",100,100,50,,,"0",
"Workman, Gage",669398,"CWS","FS","Split-Finger",-11.8,0,"2",3.8,"1","0","0","0",100,100,100,,,"0",
"León, Sandy",506702,"ATL","SL","Slider",-0.7,0,"5",12.2,"1","0","0","0",,100,100,,,"0",
"McCoy, Mason",669200,"SD","CU","Curveball",7,1,"9",9.3,"1","1","1","0.9",83.3,0,0,"0.301","0.308","0.271",0
"Alcántara, Sergio",642727,"SF","CH","Changeup",-12.6,0,"2",11.1,"1","0","0","0",100,100,100,,,"0",
"Espinal, Santiago",669289,"CIN","SV","Slurve",6,0,"5",0.4,"1",,,"0.7",33.3,0,0,,,"0.7",
"Fraley, Jake",641584,"ATL","SV","Slurve",-0.2,0,"5",0.6,"1","0","0","0",,100,50,,,"0",
"Alcántara, Sergio",642727,"SF","FF","4-Seam Fastball",-2.3,0,"9",50,"1","0","0","0",33.3,0,0,"0.132","0.132","0.119",0
"Singleton, Jon",572138,"HOU","SI","Sinker",19.8,0,"2",8,"1","1","1","0.9",0,0,,"0.608","0.695","0.576",100
"Vilade, Ryan",668723,"STL","SI","Sinker",9.7,1,"6",10,"1","0","0","0.9",0,0,0,"0.224","0.265","0.202",100
"Hayes, Ke'Bryan",663647,"CIN","SV","Slurve",-4.1,0,"4",0.2,"1","0","0","0",100,100,50,,,"0",
"Hurtubise, Jacob",674441,"CIN","FC","Cutter",3.1,0,"7",11.3,"1",,,"0.7",0,0,,,,"0.7",
"Banfield, Will",677943,"CIN","CH","Changeup",-16.5,0,"1",2.3,"1","0","0","0",,100,100,,,"0",
"Margot, Manuel",622534,"DET","ST","Sweeper",-2.9,0,"4",5.9,"1","0","0","0",0,0,0,"0.138","0.179","0.129",0
"Montes, Coco",663796,"TB","CU","Curveball",-3.1,0,"7",25.9,"1","0","0","0",50,100,100,,,"0",
"Cole, Zach",805904,"HOU","FS","Split-Finger",8.9,1,"11",4.9,"1","1","1","0.9",0,0,0,"0.569","0.638","0.521",100
"Kieboom, Carter",666198,"LAA","FC","Cutter",-6.8,0,"3",9.1,"1","0","0","0",0,0,0,"0.078","0.125","0.083",0
"Hurtubise, Jacob",674441,"CIN","SI","Sinker",3.1,0,"11",17.7,"1",,,"0.7",0,0,0,,,"0.7",
