"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Grisham, Trent",663757,"NYY","FF","4-Seam Fastball",1.4,12,"809",33.8,"206","0.254","0.527","0.409",20.4,19.9,20.1,"0.254","0.552","0.401",55.8
"Schwarber, Kyle",656941,"PHI","FF","4-Seam Fastball",3.4,27,"799",26.1,"205","0.277","0.757","0.472",26.2,24.9,21.7,"0.282","0.727","0.463",63.1
"Tucker, Kyle",663656,"CHC","FF","4-Seam Fastball",1.3,9,"705",30.6,"202","0.256","0.5","0.394",12.3,10.9,13.4,"0.285","0.585","0.427",49
"Torres, Gleyber",650402,"DET","FF","4-Seam Fastball",0.8,7,"830",31.3,"201","0.28","0.427","0.393",21.6,16.9,12.3,"0.309","0.559","0.432",51.2
"Albies, Ozzie",645277,"ATL","FF","4-Seam Fastball",0.9,7,"721",30.1,"200","0.237","0.446","0.343",21.2,17.5,16.8,"0.227","0.41","0.316",38.2
"Wood, James",695578,"WSH","FF","4-Seam Fastball",1.3,10,"788",27.3,"199","0.295","0.557","0.396",24,34.2,28.9,"0.302","0.587","0.41",70.6
"Betts, Mookie",605141,"LAD","FF","4-Seam Fastball",1.4,11,"800",32.5,"198","0.319","0.485","0.402",7.4,6.1,7.6,"0.321","0.513","0.41",37.3
"Turang, Brice",668930,"MIL","FF","4-Seam Fastball",0.4,4,"997",36,"196","0.311","0.494","0.399",20.8,25.5,17.1,"0.271","0.449","0.366",58.6
"Cronenworth, Jake",630105,"SD","FF","4-Seam Fastball",1.1,10,"869",39.8,"196","0.281","0.432","0.409",11.6,11.2,7.9,"0.264","0.432","0.395",41.3
"Witt Jr., Bobby",677951,"KC","FF","4-Seam Fastball",0.5,4,"845",33.7,"196","0.287","0.53","0.376",24.6,24.5,17.9,"0.298","0.551","0.384",62.7
"Nootbaar, Lars",663457,"STL","FF","4-Seam Fastball",0,0,"745",31.6,"195","0.28","0.393","0.343",10.7,14.4,16.2,"0.281","0.466","0.368",56.3
"Collins, Isaac",686555,"MIL","FF","4-Seam Fastball",-0.3,-2,"779",43.5,"194","0.244","0.3","0.333",22.2,19.1,16.7,"0.227","0.304","0.309",36
"Perez, Salvador",521692,"KC","FF","4-Seam Fastball",-0.3,-2,"653",28.8,"194","0.234","0.423","0.321",25.8,22.7,22.7,"0.269","0.544","0.378",52.7
"Rooker, Brent",667670,"ATH","FF","4-Seam Fastball",1,7,"716",27.8,"193","0.257","0.491","0.361",20.6,22.8,20.7,"0.273","0.534","0.378",52.3
"Vargas, Miguel",678246,"CWS","FF","4-Seam Fastball",-0.3,-3,"851",36.6,"193","0.217","0.44","0.335",21.4,18.7,14.5,"0.212","0.387","0.316",44.6
"Swanson, Dansby",621020,"CHC","FF","4-Seam Fastball",-1.4,-9,"634",25.2,"193","0.237","0.412","0.304",30.2,29,28.7,"0.291","0.545","0.375",63.2
"Suárez, Eugenio",553993,"SEA","FF","4-Seam Fastball",0.4,3,"824",31.6,"193","0.224","0.512","0.351",28.8,26.4,20.2,"0.238","0.503","0.358",56.2
"Ramos, Heliot",671218,"SF","FF","4-Seam Fastball",-0.2,-2,"910",34.3,"192","0.247","0.386","0.327",28.2,30.7,20.7,"0.237","0.389","0.323",56.5
"Schanuel, Nolan",694384,"LAA","FF","4-Seam Fastball",0.6,4,"755",35.1,"191","0.288","0.429","0.377",10.6,9.4,10.3,"0.252","0.355","0.338",31.4
"Contreras, William",661388,"MIL","FF","4-Seam Fastball",0.3,2,"813",31.8,"190","0.252","0.394","0.374",20.3,21.6,17.4,"0.257","0.417","0.363",54.4
"Ward, Taylor",621493,"LAA","FF","4-Seam Fastball",1.3,10,"793",28.4,"190","0.248","0.534","0.385",22.5,26.8,19.9,"0.27","0.589","0.41",60.4
"Tatis Jr., Fernando",665487,"SD","FF","4-Seam Fastball",1,7,"736",27.9,"190","0.309","0.539","0.407",21.4,16.3,17.1,"0.278","0.538","0.391",61.5
"Pages, Andy",681624,"LAD","FF","4-Seam Fastball",0.3,2,"725",30.7,"189","0.276","0.476","0.357",19.3,25.9,20.3,"0.271","0.478","0.354",40.7
"Volpe, Anthony",683011,"NYY","FF","4-Seam Fastball",-0.6,-4,"758",31.6,"189","0.207","0.378","0.299",29.3,27,20.5,"0.216","0.41","0.32",56
"McMahon, Ryan",641857,"NYY","FF","4-Seam Fastball",0.7,6,"921",36.9,"189","0.266","0.494","0.376",25.7,22.8,14.4,"0.282","0.57","0.412",56.4
"Henderson, Gunnar",683002,"BAL","FF","4-Seam Fastball",1,8,"750",30,"188","0.333","0.539","0.417",23,18.1,16.7,"0.328","0.494","0.396",65.2
"Yelich, Christian",592885,"MIL","FF","4-Seam Fastball",0.9,7,"851",32.7,"188","0.296","0.481","0.389",21.9,19.1,14.3,"0.289","0.517","0.393",53.2
"Santana, Carlos",467793,"CHC","FF","4-Seam Fastball",-0.8,-5,"617",31.2,"188","0.234","0.333","0.293",16.1,12.8,14.2,"0.228","0.361","0.289",34.5
"Reynolds, Bryan",668804,"PIT","FF","4-Seam Fastball",-0.2,-2,"763",29,"188","0.276","0.447","0.343",18.6,23.4,18.1,"0.32","0.556","0.401",58.3
"Busch, Michael",683737,"CHC","FF","4-Seam Fastball",1.9,14,"724",31.2,"187","0.275","0.608","0.402",13.8,24.1,19.7,"0.287","0.64","0.415",57.9
"Gurriel Jr., Lourdes",666971,"AZ","FF","4-Seam Fastball",-0.2,-1,"682",34.2,"187","0.261","0.448","0.339",10.8,10.2,10.6,"0.256","0.434","0.33",44
"Alonso, Pete",624413,"NYM","FF","4-Seam Fastball",1.2,9,"789",28.1,"187","0.269","0.623","0.395",28.3,31,21.6,"0.253","0.617","0.391",70.5
"Garcia, Maikel",672580,"KC","FF","4-Seam Fastball",0,0,"753",29.9,"187","0.287","0.425","0.357",14.8,20.3,17.9,"0.279","0.431","0.353",55.2
"Polanco, Jorge",593871,"SEA","FF","4-Seam Fastball",0.4,2,"595",29.4,"186","0.25","0.494","0.347",10.9,8.6,9.6,"0.289","0.52","0.375",49.7
"Walker, Christian",572233,"HOU","FF","4-Seam Fastball",-0.1,-1,"855",34,"185","0.222","0.449","0.323",28.5,30.8,19.1,"0.228","0.469","0.333",50.9
"Hoerner, Nico",663538,"CHC","FF","4-Seam Fastball",0.6,4,"676",29.3,"184","0.352","0.43","0.375",4.7,5.4,5.6,"0.315","0.416","0.348",40.1
"Adell, Jo",666176,"LAA","FF","4-Seam Fastball",0.6,4,"672",30.3,"183","0.246","0.497","0.343",23.5,27.3,20.2,"0.279","0.562","0.382",50.8
"Machado, Manny",592518,"SD","FF","4-Seam Fastball",-0.1,0,"818",30.9,"182","0.226","0.477","0.347",25.9,24.7,16.3,"0.265","0.551","0.393",66.1
"Abrams, CJ",682928,"WSH","FF","4-Seam Fastball",0,0,"747",32.2,"182","0.264","0.442","0.353",19.7,13.7,13.8,"0.265","0.423","0.337",44.9
"Holliday, Jackson",702616,"BAL","FF","4-Seam Fastball",-1,-8,"819",33.6,"181","0.22","0.333","0.3",21.4,22.1,18.3,"0.263","0.46","0.355",52.1
"Smith, Josh",669701,"TEX","FF","4-Seam Fastball",-0.1,-1,"835",36.5,"180","0.293","0.367","0.363",14.9,14.4,9.9,"0.267","0.388","0.346",30.2
"Torkelson, Spencer",679529,"DET","FF","4-Seam Fastball",1.6,11,"648",24.6,"179","0.291","0.563","0.406",18.2,17.9,15.5,"0.283","0.606","0.419",58.7
"Langford, Wyatt",694671,"TEX","FF","4-Seam Fastball",1.2,9,"741",31.7,"179","0.247","0.52","0.379",21.1,22.3,16,"0.247","0.546","0.389",53.2
"Ramírez, José",608070,"CLE","FF","4-Seam Fastball",1.7,12,"729",27.3,"179","0.304","0.578","0.404",11.1,9.5,8.3,"0.301","0.505","0.373",38.1
"Soto, Juan",665742,"NYM","FF","4-Seam Fastball",2.3,17,"758",25.5,"178","0.281","0.652","0.466",18.1,14,12,"0.331","0.766","0.513",73.2
"Doyle, Brenton",686668,"COL","FF","4-Seam Fastball",-0.6,-4,"671",34.3,"178","0.223","0.398","0.301",29.4,30.3,25.1,"0.224","0.421","0.297",57.9
"Bogaerts, Xander",593428,"SD","FF","4-Seam Fastball",-1.5,-9,"579",27.6,"177","0.234","0.325","0.294",13.4,11.9,16,"0.281","0.458","0.361",48.5
"Rodríguez, Julio",677594,"SEA","FF","4-Seam Fastball",1.7,12,"692",27.7,"177","0.247","0.487","0.378",27.8,29.4,19.6,"0.283","0.534","0.381",69.2
"Crow-Armstrong, Pete",691718,"CHC","FF","4-Seam Fastball",-0.5,-3,"730",31.6,"177","0.185","0.426","0.274",32.3,34.5,23.8,"0.224","0.511","0.329",53.3
"Steer, Spencer",668715,"CIN","FF","4-Seam Fastball",0,0,"792",34.2,"176","0.234","0.396","0.323",23,25.6,17.6,"0.213","0.383","0.308",42.2
"Marte, Ketel",606466,"AZ","FF","4-Seam Fastball",1,7,"656",31.3,"174","0.297","0.52","0.402",16.8,9.8,11.1,"0.312","0.611","0.433",49.2
"McNeil, Jeff",643446,"NYM","FF","4-Seam Fastball",0.8,4,"550",32,"174","0.286","0.519","0.378",11.6,11.5,11.2,"0.289","0.423","0.342",34.3
"McKinstry, Zach",656716,"DET","FF","4-Seam Fastball",-0.2,-1,"739",36.3,"173","0.27","0.461","0.354",18,17.9,14.1,"0.274","0.398","0.338",38.5
"Rengifo, Luis",650859,"LAA","FF","4-Seam Fastball",-0.4,-3,"659",32.8,"173","0.255","0.392","0.318",17.6,15,12.8,"0.285","0.423","0.339",35.1
"Manzardo, Kyle",700932,"CLE","FF","4-Seam Fastball",0.8,6,"670",33.2,"172","0.253","0.48","0.357",26.5,27.3,21,"0.224","0.463","0.335",42.9
"Conforto, Michael",624424,"LAD","FF","4-Seam Fastball",0.7,5,"725",35.4,"172","0.259","0.462","0.372",22.4,19.2,15.3,"0.298","0.533","0.412",52.7
"Contreras, Willson",575929,"STL","FF","4-Seam Fastball",1.4,10,"680",31.5,"172","0.259","0.496","0.396",25.5,29.1,23,"0.284","0.591","0.431",59.1
"Semien, Marcus",543760,"TEX","FF","4-Seam Fastball",-1.1,-6,"584",28.1,"172","0.224","0.365","0.301",17.9,12.8,12.8,"0.232","0.39","0.303",35.6
"Buxton, Byron",621439,"MIN","FF","4-Seam Fastball",0.6,4,"599",29.5,"172","0.263","0.551","0.376",23.6,25,24.2,"0.247","0.517","0.354",63.5
"Chapman, Matt",656305,"SF","FF","4-Seam Fastball",0.8,6,"812",36.8,"171","0.243","0.485","0.389",25.3,22.8,16.3,"0.262","0.456","0.38",43.4
"Lee, Brooks",686797,"MIN","FF","4-Seam Fastball",1.6,9,"551",27.4,"171","0.306","0.561","0.397",18,17.5,19.5,"0.264","0.483","0.343",49.6
"Clemens, Kody",665019,"MIN","FF","4-Seam Fastball",-2.6,-16,"631",41.3,"170","0.156","0.286","0.233",23.9,27.6,24.9,"0.212","0.42","0.303",50
"Flores, Wilmer",527038,"SF","FF","4-Seam Fastball",0.3,2,"616",32.1,"169","0.27","0.461","0.352",14.1,12.4,10.9,"0.234","0.381","0.304",30.3
"Turner, Trea",607208,"PHI","FF","4-Seam Fastball",0.5,4,"676",28.1,"169","0.336","0.5","0.396",17.5,16.6,14.7,"0.287","0.445","0.348",49.6
"O'Hearn, Ryan",656811,"SD","FF","4-Seam Fastball",0.7,5,"673",31.1,"169","0.287","0.507","0.391",18.2,16.6,14.4,"0.309","0.537","0.396",49.6
"Burleson, Alec",676475,"STL","FF","4-Seam Fastball",0.7,4,"581",30.1,"168","0.286","0.487","0.357",17,14.3,16.4,"0.291","0.529","0.38",48.1
"McCutchen, Andrew",457705,"PIT","FF","4-Seam Fastball",-1.4,-9,"641",28.3,"168","0.188","0.362","0.286",19.7,16.7,15.1,"0.267","0.473","0.354",53.3
"Beck, Jordan",687597,"COL","FF","4-Seam Fastball",1.3,9,"698",29.9,"168","0.295","0.507","0.388",27.6,29.8,22.3,"0.285","0.513","0.386",58.3
"Jones, Nolan",666134,"CLE","FF","4-Seam Fastball",-1.1,-8,"698",41.1,"167","0.204","0.31","0.284",22.9,25.1,19.3,"0.247","0.434","0.343",51.5
"Baty, Brett",683146,"NYM","FF","4-Seam Fastball",0.3,2,"657",37.5,"167","0.236","0.432","0.342",28.6,25.7,21.3,"0.272","0.503","0.371",57.1
"Guerrero Jr., Vladimir",665489,"TOR","FF","4-Seam Fastball",1.6,11,"687",27.5,"167","0.307","0.54","0.428",18.9,14.4,14,"0.334","0.555","0.433",55.3
"Stowers, Kyle",669065,"MIA","FF","4-Seam Fastball",1,7,"645",37.7,"167","0.262","0.531","0.379",33.4,30.5,27.6,"0.264","0.527","0.379",51
"Heim, Jonah",641680,"TEX","FF","4-Seam Fastball",-1.7,-12,"708",41.5,"166","0.217","0.283","0.268",27.1,23.5,19.7,"0.226","0.323","0.272",32.5
"Rafaela, Ceddanne",678882,"BOS","FF","4-Seam Fastball",0,0,"648",30.5,"166","0.25","0.459","0.345",25.5,27.1,19.7,"0.23","0.427","0.321",48.1
"Bohm, Alec",664761,"PHI","FF","4-Seam Fastball",0.3,2,"569",31.6,"165","0.325","0.411","0.355",11.1,18.8,18.2,"0.292","0.411","0.337",47.2
"Sheets, Gavin",657757,"SD","FF","4-Seam Fastball",-0.1,-1,"618",27.1,"165","0.264","0.459","0.361",19.5,23,21,"0.251","0.444","0.336",48.6
"Suzuki, Seiya",673548,"CHC","FF","4-Seam Fastball",0.5,4,"746",27.4,"164","0.227","0.482","0.345",21.9,25,15.7,"0.29","0.582","0.406",57.8
"Castro, Willi",650489,"CHC","FF","4-Seam Fastball",0.4,3,"770",44.4,"164","0.185","0.356","0.309",24.6,28.7,19.8,"0.208","0.367","0.322",40.4
"Winn, Masyn",691026,"STL","FF","4-Seam Fastball",0.2,2,"774",34.3,"164","0.252","0.381","0.332",18.2,17.1,12.1,"0.24","0.37","0.322",40.7
"Springer, George",543807,"TOR","FF","4-Seam Fastball",2.4,15,"629",27.3,"164","0.307","0.671","0.454",23.4,18.3,14.5,"0.317","0.737","0.478",54.5
"Wilson, Jacob",805779,"ATH","SI","Sinker",-1,-5,"503",29,"163","0.292","0.377","0.323",3.8,5.5,11.8,"0.246","0.299","0.26",34.9
"Wagaman, Eric",676572,"MIA","FF","4-Seam Fastball",-0.4,-2,"586",30,"163","0.252","0.42","0.328",19.7,19.6,19.4,"0.284","0.502","0.366",51.3
"Chisholm Jr., Jazz",665862,"NYY","FF","4-Seam Fastball",0.6,3,"594",27.8,"162","0.245","0.518","0.369",28.6,29,27,"0.243","0.559","0.383",54.8
"Naylor, Josh",647304,"SEA","FF","4-Seam Fastball",1.5,8,"519",25.8,"162","0.322","0.497","0.394",14.8,6.8,8.3,"0.3","0.46","0.369",44.4
"Judge, Aaron",592450,"NYY","FF","4-Seam Fastball",3.7,25,"681",25.9,"161","0.331","0.842","0.515",29.1,28.6,22,"0.306","0.842","0.505",71.3
"Meidroth, Chase",805367,"CWS","FF","4-Seam Fastball",-0.1,-1,"671",32.6,"161","0.314","0.394","0.373",7.4,9.9,9.7,"0.273","0.378","0.341",43.4
"Barger, Addison",680718,"TOR","FF","4-Seam Fastball",-0.8,-5,"631",32.3,"160","0.21","0.378","0.303",21.3,23.8,16.9,"0.24","0.403","0.319",45.7
"Donovan, Brendan",680977,"STL","FF","4-Seam Fastball",1.5,9,"626",32.6,"160","0.365","0.547","0.438",8.4,8.8,9.7,"0.303","0.492","0.391",39.8
"Abreu, Wilyer",677800,"BOS","FF","4-Seam Fastball",0,0,"691",43.2,"160","0.203","0.457","0.32",23.1,26.3,18.6,"0.195","0.442","0.318",45.5
"Correa, Carlos",621043,"HOU","FF","4-Seam Fastball",0.9,6,"658",28.5,"160","0.312","0.489","0.395",15.8,21.3,16.4,"0.285","0.447","0.36",51.4
"Mullins, Cedric",656775,"NYM","FF","4-Seam Fastball",-0.1,-1,"731",34.8,"160","0.241","0.496","0.345",24.2,23.8,16.5,"0.186","0.322","0.263",37.7
"Rooker, Brent",667670,"ATH","SI","Sinker",-1.1,-5,"479",18.6,"160","0.289","0.389","0.329",10.5,9.4,18.1,"0.318","0.436","0.351",40.3
"Goodman, Hunter",696100,"COL","FF","4-Seam Fastball",0.9,6,"625",29.1,"159","0.245","0.49","0.35",27.6,27.7,21.1,"0.252","0.547","0.362",52.4
"Chourio, Jackson",694192,"MIL","FF","4-Seam Fastball",-0.8,-5,"664",31.5,"159","0.261","0.408","0.333",22,22.6,18.1,"0.233","0.384","0.309",48.6
"Durbin, Caleb",702332,"MIL","FF","4-Seam Fastball",-0.7,-4,"557",30.3,"159","0.236","0.4","0.315",5.6,5.7,6.6,"0.262","0.4","0.322",31.3
"Correa, Carlos",621043,"HOU","SI","Sinker",-1.2,-6,"504",21.8,"158","0.267","0.397","0.32",11.8,13.9,18.3,"0.289","0.44","0.341",50.4
"Hoerner, Nico",663538,"CHC","SI","Sinker",-0.6,-3,"483",21,"158","0.306","0.368","0.342",2.3,5.1,9.5,"0.319","0.406","0.347",38.7
"Harris II, Michael",671739,"ATL","FF","4-Seam Fastball",-0.5,-3,"585",26.9,"158","0.247","0.453","0.32",17.6,19.6,18.7,"0.308","0.545","0.37",54.5
"Rice, Ben",700250,"NYY","FF","4-Seam Fastball",0,0,"558",27.3,"157","0.252","0.482","0.355",11.6,15.3,16.9,"0.316","0.66","0.443",69.6
"Keith, Colt",690993,"DET","FF","4-Seam Fastball",0.2,1,"580",31.8,"156","0.281","0.496","0.362",12.8,19.2,20.4,"0.303","0.552","0.396",61.3
"Bader, Harrison",664056,"PHI","FF","4-Seam Fastball",-0.1,-1,"629",32.4,"156","0.239","0.396","0.333",24.5,31.4,25.3,"0.202","0.324","0.289",54.7
"Rodríguez, Julio",677594,"SEA","SI","Sinker",1.8,8,"433",17.3,"156","0.372","0.531","0.418",11.8,9.6,19.7,"0.325","0.445","0.355",48.1
"Bell, Josh",605137,"WSH","FF","4-Seam Fastball",0.5,3,"623",29.6,"156","0.241","0.511","0.378",17,12.2,10.7,"0.295","0.603","0.418",60.2
"Lux, Gavin",666158,"CIN","FF","4-Seam Fastball",0.9,6,"631",30.8,"155","0.351","0.515","0.419",16.5,19.4,14.9,"0.273","0.372","0.331",43.8
"Merrill, Jackson",701538,"SD","FF","4-Seam Fastball",0.7,4,"580",34.1,"155","0.261","0.486","0.349",27.6,23.2,20.3,"0.28","0.56","0.391",54.8
"Lukes, Nathan",664770,"TOR","FF","4-Seam Fastball",0.7,4,"658",39.6,"154","0.287","0.457","0.359",12.9,11,9.2,"0.278","0.374","0.339",37.9
"McLain, Matt",680574,"CIN","FF","4-Seam Fastball",0.2,1,"713",30.2,"154","0.232","0.464","0.373",26.5,31.2,22.4,"0.215","0.433","0.345",53.8
"Narváez, Carlos",665966,"BOS","FF","4-Seam Fastball",-0.1,0,"647",35.4,"154","0.228","0.434","0.333",29.6,31.2,21.6,"0.212","0.388","0.31",54.5
"Langeliers, Shea",669127,"ATH","FF","4-Seam Fastball",0.4,3,"644",33.5,"153","0.243","0.566","0.376",25,26.8,18.4,"0.25","0.503","0.36",50.5
"Isbel, Kyle",664728,"KC","FF","4-Seam Fastball",-0.5,-3,"564",38.4,"153","0.288","0.417","0.347",14.2,16.3,16.4,"0.234","0.319","0.282",38.6
"Castellanos, Nick",592206,"PHI","FF","4-Seam Fastball",-0.9,-5,"568",26.2,"152","0.241","0.376","0.292",25.2,30.3,24.6,"0.239","0.433","0.313",49
"Lowe, Brandon",664040,"TB","FF","4-Seam Fastball",2,13,"639",29.9,"152","0.273","0.553","0.4",30.4,29.6,21.7,"0.239","0.51","0.366",59.1
"Alonso, Pete",624413,"NYM","SI","Sinker",1.9,11,"580",20.7,"152","0.351","0.567","0.425",13.8,9.2,12.2,"0.336","0.589","0.425",45.5
"Bregman, Alex",608324,"BOS","FF","4-Seam Fastball",1.2,7,"559",28.7,"152","0.289","0.496","0.371",9.3,10.5,10,"0.278","0.482","0.362",54.2
"Bailey, Patrick",672275,"SF","FF","4-Seam Fastball",-0.7,-4,"650",37.7,"152","0.24","0.364","0.316",21.7,28.3,23.8,"0.206","0.323","0.283",45.1
"Moniak, Mickey",666160,"COL","FF","4-Seam Fastball",1.7,10,"574",35.9,"152","0.308","0.601","0.398",25.8,23.7,23.4,"0.273","0.522","0.354",53.7
"Martínez, Angel",682657,"CLE","FF","4-Seam Fastball",-0.7,-5,"612",34.1,"152","0.25","0.36","0.314",19.9,15.1,12.8,"0.258","0.375","0.309",35.3
"Quero, Edgar",700337,"CWS","FF","4-Seam Fastball",0.1,1,"675",42.7,"151","0.277","0.4","0.35",22.9,19.2,15.8,"0.239","0.378","0.325",46.5
"Neto, Zach",687263,"LAA","FF","4-Seam Fastball",0,0,"493",22.7,"151","0.225","0.529","0.341",20.3,25.2,22.4,"0.252","0.578","0.375",57.4
"Kepler, Max",596146,"PHI","FF","4-Seam Fastball",0.3,2,"623",34.1,"151","0.222","0.476","0.355",16.1,16.6,13.8,"0.264","0.565","0.402",53.9
"Ozuna, Marcell",542303,"ATL","FF","4-Seam Fastball",0.4,3,"727",27.6,"151","0.248","0.397","0.349",20.3,19.2,11.9,"0.275","0.515","0.397",54.7
"Wallner, Matt",670242,"MIN","FF","4-Seam Fastball",0.1,1,"619",39.8,"151","0.198","0.427","0.316",34,29.1,22.6,"0.221","0.468","0.34",50
"Altuve, Jose",514888,"HOU","FF","4-Seam Fastball",2.2,12,"531",22.9,"150","0.321","0.626","0.428",18,16,15.8,"0.27","0.527","0.377",45
"Simpson, Chandler",802415,"TB","FF","4-Seam Fastball",0,0,"545",35.9,"150","0.321","0.394","0.341",5.5,4,4.7,"0.329","0.383","0.343",20.3
"Díaz, Yandy",650490,"TB","SI","Sinker",0.3,2,"606",24.1,"150","0.305","0.458","0.382",14.5,8.7,11.9,"0.294","0.45","0.369",49.2
"Goldschmidt, Paul",502671,"NYY","FF","4-Seam Fastball",0.4,3,"624",29.8,"150","0.312","0.486","0.374",15.9,13.3,11.8,"0.285","0.513","0.367",50.8
"Marsh, Brandon",669016,"PHI","FF","4-Seam Fastball",-0.5,-3,"609",36.8,"149","0.24","0.357","0.321",20.7,29.5,23.2,"0.229","0.363","0.311",46.5
"Horwitz, Spencer",687462,"PIT","FF","4-Seam Fastball",0.6,4,"612",36.1,"149","0.298","0.444","0.386",12.5,10.7,8.7,"0.268","0.394","0.354",39.8
"Tatis Jr., Fernando",665487,"SD","SI","Sinker",2.7,14,"514",19.5,"148","0.374","0.528","0.458",11.5,9.5,15.7,"0.328","0.477","0.402",48.2
"Guerrero Jr., Vladimir",665489,"TOR","SI","Sinker",3,15,"500",20,"148","0.368","0.536","0.458",10.2,8.1,16.2,"0.3","0.421","0.371",56.6
"Clement, Ernie",676391,"TOR","FF","4-Seam Fastball",-0.8,-4,"496",26.5,"147","0.274","0.415","0.326",12.2,10.9,14,"0.268","0.406","0.321",30.6
"Hernández, Teoscar",606192,"LAD","FF","4-Seam Fastball",1.2,7,"578",27,"147","0.299","0.547","0.373",28,22.4,17,"0.286","0.566","0.392",59.4
"Realmuto, J.T.",592663,"PHI","FF","4-Seam Fastball",-0.5,-3,"628",28.6,"147","0.279","0.388","0.341",17.8,23.1,18.1,"0.26","0.426","0.34",53.1
"Jeffers, Ryan",680777,"MIN","FF","4-Seam Fastball",0,0,"548",29.2,"146","0.289","0.43","0.359",13.2,16.4,15.6,"0.281","0.448","0.359",52.9
"Hayes, Ke'Bryan",663647,"CIN","FF","4-Seam Fastball",-1.4,-9,"659",30.7,"146","0.205","0.318","0.278",16.9,21.2,15.3,"0.213","0.328","0.276",48.5
"Benintendi, Andrew",643217,"CWS","FF","4-Seam Fastball",0.5,3,"541",31.4,"146","0.221","0.458","0.335",22.7,17.8,20.2,"0.224","0.473","0.335",44.3
"Hicks, Liam",689414,"MIA","FF","4-Seam Fastball",0.9,4,"494",32.1,"145","0.276","0.439","0.371",12.1,12.4,15.1,"0.288","0.427","0.363",33
"Lopez, Otto",672640,"MIA","FF","4-Seam Fastball",-0.1,0,"568",26.7,"145","0.264","0.473","0.372",9,12.4,13.6,"0.311","0.535","0.393",52.7
"Sánchez, Jesús",660821,"HOU","FF","4-Seam Fastball",-0.6,-4,"722",37.3,"145","0.236","0.425","0.328",22.4,20,14.6,"0.275","0.515","0.374",49.5
"Caratini, Victor",605170,"HOU","FF","4-Seam Fastball",0.9,4,"436",30.8,"144","0.268","0.433","0.341",8.6,14.6,17.5,"0.264","0.458","0.346",45.4
"Caminero, Junior",691406,"TB","SI","Sinker",0.1,0,"532",21.3,"144","0.295","0.523","0.393",13.4,13.9,22.7,"0.279","0.483","0.355",59.8
"Laureano, Ramón",657656,"SD","FF","4-Seam Fastball",0.3,2,"632",31.6,"144","0.246","0.46","0.351",28.2,26.4,17.6,"0.268","0.558","0.387",59.6
"Herrera, Iván",671056,"STL","FF","4-Seam Fastball",0.7,4,"550",30.4,"144","0.254","0.426","0.351",14.7,19.4,14.2,"0.245","0.46","0.355",48.4
"Sosa, Lenyn",672820,"CWS","FF","4-Seam Fastball",0,0,"657",32,"144","0.237","0.459","0.323",21,28.5,21.5,"0.246","0.519","0.345",53.7
"Scott II, Victor",687363,"STL","FF","4-Seam Fastball",0.1,0,"539",31.7,"144","0.256","0.38","0.333",20.6,17.4,15.4,"0.245","0.353","0.323",35.7
"Gorman, Nolan",669357,"STL","FF","4-Seam Fastball",-0.5,-4,"665",40.2,"143","0.19","0.331","0.291",32.6,33.6,23.6,"0.207","0.419","0.334",48.6
"Freeman, Tyler",671289,"COL","FF","4-Seam Fastball",0.1,1,"554",33.7,"143","0.328","0.402","0.367",7.9,10.5,9.1,"0.314","0.382","0.361",40.4
"Harper, Bryce",547180,"PHI","FF","4-Seam Fastball",2,12,"614",28.3,"143","0.256","0.598","0.418",26.8,24.5,19.4,"0.267","0.607","0.426",58.5
"Díaz, Yandy",650490,"TB","FF","4-Seam Fastball",2.7,18,"660",26.2,"142","0.35","0.683","0.466",22.4,22.5,17.1,"0.307","0.571","0.417",58.9
"Smith, Will",669257,"LAD","FF","4-Seam Fastball",1.5,10,"646",33.5,"141","0.286","0.554","0.421",23.5,27.7,18.1,"0.262","0.542","0.408",63.5
"Ramírez, Agustín",682663,"MIA","FF","4-Seam Fastball",0.7,4,"542",25.6,"141","0.258","0.5","0.373",25.5,24.8,22,"0.274","0.545","0.394",55.2
"Ortiz, Joey",687401,"MIL","FF","4-Seam Fastball",0.8,4,"571",30.5,"141","0.304","0.488","0.374",15.8,17.7,16.9,"0.247","0.355","0.3",42.7
"Naylor, Bo",666310,"CLE","FF","4-Seam Fastball",-0.4,-2,"540",32.1,"140","0.212","0.449","0.334",16.3,15,11.3,"0.223","0.428","0.326",41.6
"Soderstrom, Tyler",691016,"ATH","FF","4-Seam Fastball",0.1,1,"531",23.8,"140","0.288","0.496","0.374",18.1,24.3,24.5,"0.262","0.459","0.348",61.5
"Paredes, Isaac",670623,"HOU","FF","4-Seam Fastball",0.8,4,"551",28.4,"140","0.273","0.512","0.38",12.2,14.3,10.8,"0.259","0.432","0.349",32.4
"Soto, Juan",665742,"NYM","SI","Sinker",0.7,4,"592",19.9,"139","0.248","0.425","0.382",15.5,15.1,18.8,"0.259","0.474","0.38",44.1
"Riley, Austin",663586,"ATL","FF","4-Seam Fastball",-0.6,-4,"644",36,"139","0.238","0.357","0.305",25.9,27.3,18.8,"0.247","0.457","0.335",55.7
"Arias, Gabriel",672356,"CLE","FF","4-Seam Fastball",-0.9,-4,"497",27.7,"138","0.169","0.355","0.258",39,47.8,33,"0.181","0.375","0.278",56.7
